txn_id,user_id,name,card_number,merchant,timestamp,location,device_id,amount,is_fraud
2545,fae8fd41-f7f0-43e2-bd06-5396d541d699,Corey Martin,213150707270522,Adams PLC,2025-07-26 00:11:09,"West Adamton, WV",04517464-a8d3-4122-a585-eb110a5433c9,94.08,1
2546,1fe6153e-b59b-458f-81b6-a39ce81bf6b0,James Hernandez,4808412158786,"Stone, Williams and Francis",2025-07-11 03:14:04,"London, UK",bba6cc5d-19a2-46db-bde9-9a4d7016c309,3869.82,1
2547,9291b208-4195-4358-9de2-292a8375aaf6,James Chung,4761627188167628931,Logan and Sons,2025-07-09 01:41:07,"Fosterborough, AZ",7fad64e5-0f5b-49a6-be4e-a99d960fc098,493.53,0
2548,4b9fbaec-8be4-4d32-8785-8c6e800b213b,Cole Tucker,569936560113,"Black, Williams and Hawkins",2025-07-15 23:39:08,"Lake Shaunburgh, TN",42586409-a198-45c7-ab74-d6aa9cfea771,628.02,0
2549,7cc78809-cfab-448c-8ea2-112611a35833,Casey Parsons,4272677062407836,Hester-Mcclure,2025-07-04 11:33:48,"Angelaview, FM",9e4997a9-b0aa-4055-a3d2-cca7a37c0e2f,1087.23,0
2550,fc7947e2-1e36-4de7-a449-9a1f7b14e27f,Lisa Kennedy,3594873455264602,Macdonald LLC,2025-07-26 12:41:19,"West Ellen, VA",981a7df8-1a0a-4803-aeee-053759b10801,220.95,0
2551,c22c252e-c8bd-4533-aae0-db29ca237fc1,Justin Acevedo,3599784672917390,Barrett LLC,2025-07-16 14:07:54,"South Thomashaven, NM",39f00dfe-d823-4671-b375-a9209055928d,60.33,0
2552,6b71d8c2-9173-4647-bf3d-3f4a87a9454a,Andrew Larsen,3595374048296135,Elliott-Pittman,2025-07-04 15:24:49,"Christinemouth, MH",64cf4608-71d5-467e-be6c-1159bef8f8a4,949.95,0
2553,5e87f18d-6721-4093-ac34-6830ddd8905b,Anna Harris,346072994896639,Copeland-Williams,2025-07-04 21:27:10,"Robinshire, VI",3f75dfe9-b2f6-4226-83a1-ded5085a92ce,940.99,0
2554,86f73155-0b60-4853-91ff-7a089396e392,Beth Hernandez,2246991221187586,Russell-Perez,2025-07-26 02:58:37,"Tokyo, JP",47ecfecc-ef73-4e9c-9039-a6af94a4ef0a,233.63,1
2555,e0268e4e-6252-43f7-9aa0-fc4cbf33b4f3,Robert Adkins,4192518602827124,"Mcgrath, Fletcher and Anderson",2025-07-07 04:13:50,"Lake Christopherfort, OH",544545ec-ff6f-48eb-96cd-062deb02b0a1,748.59,0
2556,e601686a-1cf3-447f-982e-6541dc52ff58,Joseph White,570722558683,Jones-Trujillo,2025-07-09 01:24:48,"Hendersonchester, UT",e2f9d5f6-6763-483c-84fa-0dec6a27a3c6,217.88,0
2557,9ddb21d6-d880-47cd-9de7-0c5f0dd79cd4,Daniel Evans,30536342938351,Mccullough-Bryant,2025-07-20 04:42:01,"Butlerton, AR",92000c8c-7b43-48f6-b0cc-24e896ea7b62,421.02,0
2558,2185a74f-bcba-40fe-86af-4718d98c87d6,Samantha Jenkins,213186326127768,Hopkins Group,2025-07-13 23:07:25,"Kellyfurt, GU",d183b3ad-128a-4d16-8b83-f0c294ee77f2,720.96,0
2559,a4a49754-6980-41be-a276-6781b3d9d949,Lisa Fox,180096803363969,Campbell Inc,2025-07-06 01:00:42,"New York, NY",c228a628-6b5f-499c-95ef-4772a412796b,3608.4,1
2560,1ab9ec1f-545f-43b9-880f-598c8b2003db,Mia Novak,2271276094773029,Young LLC,2025-07-03 00:27:06,"Danamouth, NC",d10d9057-7fe3-404d-9b3c-e7179e988185,3503.11,1
2561,322d156f-43e3-4124-9cbc-1cb41d984360,Cheryl Meyers,38627991519220,"Vazquez, Nelson and Wheeler",2025-07-12 15:23:14,"South Amybury, NV",cc0f8782-0a18-434e-b569-62ac3dd47275,1079.56,0
2562,57e57eb3-7d07-438b-aa66-cf1fe608540b,Curtis Hobbs,4371291409242,Johnson-Murphy,2025-07-19 05:32:38,"Kylestad, MS",7fafcc2a-4ddb-42af-bd5e-61c691612e31,1000.25,0
2563,21ffcf26-5917-482a-800b-4ab08e9ae8f2,Kathleen Holt,4563552793938939530,Powell-Fitzpatrick,2025-06-29 12:34:23,"North Zachary, HI",93a1fb59-e72e-4751-b0e0-e5afad452521,53.78,0
2564,8edae109-cbb8-46ea-a321-1d6fda1fbafe,Robyn Rivera,4840368947490,Glover-Maxwell,2025-06-30 01:16:13,"Morrisshire, MN",a593dc83-0737-4a80-b9c4-dff7380ebfe5,77.91,0
2565,e7a6b9bf-3d07-4f90-b05f-ed9df92e2ba4,Andrew Holmes,3568227640378201,"Irwin, Gonzalez and Coleman",2025-07-22 05:26:46,"Ryanstad, PA",0e0dd1b2-7f8f-46ef-b175-929d46d722b1,19.02,0
2566,994c2181-ae1f-42aa-8b1e-ff8f9e5cbb79,Michael Kirby,6546871956764858,"Henson, Conner and Miller",2025-07-03 02:38:39,"Lake Jennifer, VT",ae22b42d-19fb-4a47-8409-01514aafea91,796.33,0
2567,2e394fd8-4f76-466e-8887-01bd656e9fba,William Cordova,4254008264821,"Garcia, Arias and Barnett",2025-07-27 01:59:34,"West Kenneth, CO",1495226d-a311-48f1-95fb-a9cd3a557cf9,2428.77,1
2568,bd9c1937-56d8-4a9d-ac63-1b881c96fe54,Victoria Collier,3542770597784039,Campbell Ltd,2025-07-15 17:51:29,"Holmesborough, MD",ee48732b-e9a7-4596-8aa6-cf338807d8a8,422.72,0
2569,f0d9c115-8427-4d60-ac75-4e3461c1d40a,Michael Wright,3549874189974470,Davis-Compton,2025-07-26 03:24:08,"Earlfurt, LA",85d1833d-aadd-4887-8641-cea05af9373d,28.64,0
2570,6bd6fbab-f0cc-433a-bf83-65a4f5673c39,Charles Vasquez,4628138750769053,"Gonzalez, Wright and Palmer",2025-07-14 00:06:07,"Lake Marissaborough, MN",3bd0ce46-47c7-4dde-8122-593f41fc7fd1,823.19,0
2571,489eb2de-7ca8-47ac-b20e-e08893c53f25,Ronald Smith,4298125920542,Lee-Gill,2025-07-03 09:25:59,"South Matthew, AS",54fa4736-f103-4781-8edd-d4f7459faea5,5534.57,1
2572,8ac446c9-0015-4f6f-98ce-d33375c5dc57,Lacey Bell,4706960634531,Diaz-Harris,2025-07-17 20:55:44,"West Jennifer, WY",b23c26d4-be96-41f9-b8b4-1b1d8c743cc4,748.2,0
2573,67583026-8ac7-47ec-8bb6-4fb10c60d5e5,Joshua Galloway,213114591450830,Buck Inc,2025-07-05 02:20:17,"Tokyo, JP",57f25744-e9c1-417f-b730-62aca58a6906,56.71,1
2574,df832dcf-854e-4d2f-8142-6bc2faf0eeee,James Garcia,343888812700585,Alexander-Ibarra,2025-07-05 01:40:26,"Williamsonberg, DE",fe1a7267-e94f-47e6-909a-8b43defd5a25,824.82,0
2575,60a56633-fa06-41f7-93a2-f8c0ea97b792,Sara Cantrell,5506283101569275,Phillips Ltd,2025-07-27 12:37:51,"Batesview, WI",b6b508d2-7bae-4941-ad6b-adc87fda8af4,609.6,0
2576,589c3cfd-7cc0-4689-907e-46330ddb5053,Joseph Steele DDS,3555616686627874,Reynolds Ltd,2025-07-12 00:22:41,"North Michaelburgh, DC",fcda3e79-ef51-4e5e-a6b7-ed629bcb289d,635.31,0
2577,994c2181-ae1f-42aa-8b1e-ff8f9e5cbb79,Mr. Dylan Douglas,4637255988643736864,Nash-Huynh,2025-07-26 11:17:30,"Justinborough, WA",4a87279d-76c5-4c14-b851-9ec0f242e39a,490.67,0
2578,e286bc19-d213-4eb8-ae1e-3549d6b1efe0,Phillip Mullins,3501883177124374,Frank Group,2025-07-09 15:57:59,"Wardtown, MN",8a24dcfc-6896-41da-b797-f553487493f7,50.53,0
2579,4cd7c0fb-a57f-44a3-9f48-023fbac22f12,Cheyenne Ferguson,213192922537954,Quinn-Jones,2025-07-17 03:45:46,"Hayleyshire, MP",a8fb4267-6c86-484e-b5df-4fd624226968,224.44,0
2580,aa47825c-dba2-4213-b1f4-4372f386b8cf,Mike Peters,30331408571985,Logan-Conner,2025-07-07 02:25:40,"Tokyo, JP",16738d5f-6b46-4846-90b4-424f000d7c43,1847.93,1
2581,6c0470a4-f361-42d6-a6d7-71039261646d,Lauren Floyd,341538529661081,Sloan Ltd,2025-07-07 17:24:35,"South Rachel, TX",dba4ac7c-7211-44c2-9f78-97c66f8a2c4c,306.86,0
2582,d73dbe90-486e-41e5-9c5f-aa63de797186,Michael Valdez,502061081233,Evans-Harris,2025-07-16 01:36:52,"Morganview, MI",6a2411c1-2831-41a5-9d32-3b1626f7e712,837.57,0
2583,fb135057-fc16-4c5c-abca-a014089c2d03,Fernando Thomas,5363682366980410,Harris-Underwood,2025-07-12 02:40:33,"New York, NY",89172b30-a661-441d-bff5-d90ec59a4967,3545.21,1
2584,ed444f65-2e72-4987-8fbb-f486ae5f0564,Zachary Hayes,4591574104564035,Kennedy-Brown,2025-07-09 16:18:05,"Mccoymouth, TN",9c06d8c9-5939-49eb-b179-1111aa8d27f1,555.77,0
2585,bca46950-0f16-4226-b637-78d47d50d3ae,Travis Dyer,379690639524710,"Berry, Campbell and Jones",2025-07-01 04:17:44,"Port Coryborough, FL",788a59e0-d351-4129-a35f-71e5d123ce9a,59.11,0
2586,30c19908-6a3d-4736-b5e5-080e6e4c4be6,Robin Cruz,3536461686838526,Allen-Cantrell,2025-07-20 14:32:55,"West Connie, SD",bcc95484-d37f-4892-80ef-c847501dbc41,992.24,0
2587,4f80e6b9-8dfa-4b39-90f9-c0a3708bb8d0,Michael Rivers,30026929481140,Daniels Inc,2025-07-23 01:43:06,"London, UK",fe9c9422-a2e1-4243-9525-6859e91ae413,3281.38,1
2588,6db712ae-cfd4-4c7d-a933-35af364493d2,David Gates,4269197000488880980,Jennings LLC,2025-07-12 07:33:09,"Gutierrezmouth, MH",960c04d3-b913-4cfe-8ee6-cbde014afa2f,248.48,0
2589,f70f7b56-a4fb-4d99-8aee-64dab4619f95,Amanda Huang,341040447738356,Bird Inc,2025-07-27 02:40:03,"Terryland, SC",a2c1ce68-b3f7-476d-aa32-75cbf102afb4,1183.3,0
2590,62790ab2-c882-4a0f-846d-eadf76ec78a5,Ashley Castaneda,2420790301173963,"Page, Lang and Washington",2025-06-29 23:01:19,"Heatherchester, NJ",b5fca549-6e69-4f87-8872-a1c3277bec8f,294.38,0
2591,e1021137-9964-4699-8e83-84f835f1dc06,Nichole Potter,4975992364058,Stevens-Chavez,2025-07-16 05:15:24,"Lake Scott, MH",de0bcb48-d48b-4680-a582-698a8f818604,885.0,0
2592,14c6851a-8cfa-44cf-accb-daa30b57da71,Jimmy Johnson,344307163417318,Valentine-Parker,2025-07-27 20:49:04,"Dianemouth, AZ",c23fde19-c20b-43c0-90da-432902eeec2a,832.74,0
2593,fae2263f-06d6-4f3a-a9b7-e35128c9fd74,Jessica Morrison,4544163973042949531,Clarke-Sloan,2025-07-11 05:23:58,"Paulview, IN",f9161d7b-1e2d-4f04-9597-d179a152524a,825.71,0
2594,74107ad9-7484-41c9-890e-ce44a0f2b70e,Nicholas Freeman,4851326337124250,Owens LLC,2025-07-10 10:24:58,"Jonesmouth, MO",03ec71da-a59d-46fe-895c-6001f69affa2,418.15,0
2595,285a30ee-5877-4848-bec6-94a6c845aacd,Sara Sanford,4988388832920141,Mills-Moore,2025-07-15 08:32:41,"North Codyburgh, AZ",432b5971-c463-486b-98d9-4b82ad99335d,896.4,0
2596,cc74ab90-1322-44a4-9422-c62a8d17a096,Ariel Willis,4068727737838,Brown Inc,2025-07-11 01:55:15,"East Markmouth, OR",68fa5a37-b7c9-474d-954a-8b4ec94645f7,701.87,0
2597,e512ad6b-1665-407c-b0fa-3f86e33dc32f,Melanie Turner,4638786225311,Spencer-Juarez,2025-07-28 06:23:10,"Vasquezhaven, CT",9cecac9a-b3c1-481a-a512-bb6ddaf284a1,947.76,0
2598,ce68e062-0583-4d3a-a50b-1c38bb4b4022,Alexander Blake,6553897894367843,Bell-Bartlett,2025-07-14 09:33:38,"Gatesfurt, MD",b0f7d66c-26fe-4ed4-9934-38d2eb6c5f1f,353.29,0
2599,bcaf2670-9598-43bf-b883-dd0aec7abc07,Nicolas Baker,372002056962513,Garcia PLC,2025-07-11 03:15:24,"New Sonya, OR",36a178ba-9d56-41e1-8fa1-b4c6bf5950e5,5472.33,1
2600,859f8964-1574-4b67-b161-140d412227ca,Alicia Lee,2260929270834592,"Smith, Cohen and Wu",2025-07-12 12:18:32,"Davidhaven, ND",c29a1414-b14e-4b91-836e-22b69b0efd40,637.49,0
2601,22b15008-787e-439e-b17b-91c0eda71369,Misty Cameron,5385035876035148,Garcia Group,2025-07-19 07:40:14,"West Christopher, DC",b9c202de-fb3c-4dce-9364-2ddaa0bea0f9,757.09,0
2602,ce60f606-067c-4179-905a-3bc6349cf720,Christopher Rice,3581740539922296,Hebert-Sims,2025-07-09 04:53:12,"London, UK",a6e0e385-7254-4769-9f11-b9db321d9dbc,5135.56,1
2603,74cd8c3a-ab42-4aeb-8b64-4f7bb177305d,John Carr,4158669525887299,King and Sons,2025-06-29 19:13:56,"Oliviatown, OR",da9c1424-2016-4673-85d0-0baabfe117f4,319.97,0
2604,5a09c1c9-39ac-475c-b9ce-83aa10e95a22,Vanessa Smith,2713047714950396,"Marquez, Lam and Young",2025-07-20 21:29:22,"Loweside, AZ",483fadb8-77f2-4e0e-ade5-8aaa7561e9eb,1151.08,0
2605,62768c66-8c1f-465c-a4b5-9f98941240b3,Michelle Price,348838128669961,Davis-Roberson,2025-07-19 10:02:48,"Vickiefort, MA",3862cb32-5119-4119-a8c2-05b96745db83,783.0,0
2606,dd1af868-a23c-4b4c-8c3f-dbae12d25774,Dana Foster,180062376568483,Ramirez and Sons,2025-07-12 11:58:26,"West Daniellemouth, WA",f2d0ec6e-7034-4c8a-b2c8-90cf5f5401fe,791.78,0
2607,b8a83f12-7ce4-46a6-8d05-066dc203059b,Jennifer Hall,503868616593,"Smith, Mays and Wang",2025-07-16 18:06:59,"New York, NY",b130a319-3a09-458f-9571-3e915c69dc2e,2477.8,1
2608,a2eeecc1-2386-4cbf-9345-b03d4a77963a,Jason Allen,3590386086412163,"Hardin, Rasmussen and Foster",2025-07-02 10:56:21,"New Thomasview, CO",f7844dc6-eb41-486a-9b2f-82ba78d58b95,156.15,0
2609,1a1ad4b1-e159-4223-a31d-392270696f21,Richard Jackson,4857902161210367,Ponce Inc,2025-07-28 12:10:07,"Sandrahaven, OH",b92fcd9a-a45a-4bef-8a92-49bf5a3d2b27,458.61,0
2610,db01ccd2-5938-434a-8dd1-b739d54588be,Jeffrey Garcia Jr.,4498556358895,Gomez and Sons,2025-07-03 07:43:11,"Cynthiaport, MH",d7c576f8-05c8-4a28-990d-c5109f7fdb69,590.18,0
2611,12a7ba3a-b5a4-4f8a-a8a2-a5b09b95e845,Lisa Campbell,4075543249027226831,Shannon and Sons,2025-07-07 16:10:42,"Paultown, CA",76389899-e7cc-485e-aa1d-53f1a5ab52c4,1080.54,0
2612,db396825-b0f3-4641-bd01-d6effeea4abf,Nicole Cox,345322925140321,Gray LLC,2025-07-02 07:06:51,"Amyville, CT",a0ddab32-4110-4e0a-acaa-15378082af40,441.03,0
2613,46eccb0f-c558-4441-89f1-5b7562745dbd,Jessica Vazquez,180067692678932,Carroll-Neal,2025-07-21 13:52:46,"Rebeccaborough, GA",660c5a20-abc2-4d2f-838f-91e432282095,396.3,0
2614,c4dbca4c-7414-4556-b0b6-40b3780f3013,Darrell Oliver,6549192863735189,Forbes-Green,2025-07-27 19:46:20,"Torresmouth, ME",07fb1ff5-c086-4341-9dd0-d42679b22cf4,1110.59,0
2615,12a7ba3a-b5a4-4f8a-a8a2-a5b09b95e845,George Villarreal,2259708771380229,"Matthews, Watson and Moore",2025-07-15 03:26:47,"North Gregport, IN",f34de853-d849-4fcd-b343-3506205355b2,2425.4,1
2616,9de7c77a-d2bd-4530-bfd5-71f8b4df1df1,Juan Davenport,4076646830594082,"Miller, Phillips and Cross",2025-07-10 01:23:55,"London, UK",0c43289f-031a-4da0-9356-5abef66ba1eb,5772.34,1
2617,2276928a-9b2c-4963-bd31-0e04253a9e21,Michele Medina,36872718778236,Ross-Boyle,2025-07-08 14:26:06,"Kevinburgh, WA",995259ce-8bbc-4116-8bb4-242d00923ab8,630.36,0
2618,45697398-4e96-44f4-a4b9-6b76ed14e886,John Williams,2720476303945320,Friedman-Shelton,2025-07-22 11:42:21,"South Christopherville, SC",e6ccc178-5002-49bb-a6ec-e8b2c2cdf35a,821.16,0
2619,bb0b9d60-60aa-407e-a697-09aafcd3252e,Patricia Rhodes,4010113744704876,Gibson-Garrett,2025-07-01 00:54:18,"East Michael, AS",e8dc19f0-25f2-4cf4-992d-0fb5c7cbca8d,440.64,0
2620,e2789318-606a-4cc7-95d8-4953810c9db6,Marisa Woods,503818593785,Nunez Ltd,2025-07-06 01:27:52,"Lake Jacquelinechester, AZ",aeb319f4-a732-4321-a975-d43645f2405c,307.45,0
2621,01fd8556-9701-4ba8-b5d1-0809190ea7f1,Edwin Pena,4275642477368262679,Johnson-Simmons,2025-07-02 11:50:56,"Candacetown, VT",3626ed4c-5302-4a4a-8ed7-fc54a691eeda,1075.48,0
2622,67771eea-17d6-4b86-a816-2a1fba16791e,Diane Anderson,4220321998245902,Hodges-Rivas,2025-07-27 17:02:45,"West Emilyport, VT",882e379f-7c4e-455d-abd2-79537104aedd,200.76,0
2623,409c3de5-475c-4940-99f9-61596b1c4955,Daniel Hicks,5165498027684956,"Stephens, Rogers and Neal",2025-07-02 12:49:38,"Port Cindystad, HI",a179e0f8-d311-4d1b-b836-509a7a9b33a8,1106.42,0
2624,e2789318-606a-4cc7-95d8-4953810c9db6,Jennifer Long,213171629137334,Faulkner-Davis,2025-07-08 22:26:11,"Colleenburgh, DC",e5950376-c536-4034-a7cd-3f5238915edf,583.19,0
2625,48a6ee25-a718-41e3-b584-2fbbaa87a89d,Debbie Thompson,4937884752739851,"Wilson, Wise and Duffy",2025-07-16 10:15:24,"North Jefferytown, PA",0a2425ea-ac4b-44b8-94bd-51d0e373c2a8,579.64,0
2626,b411a8ac-235e-4ee2-8dd6-c24e93a51a79,Ryan Chen,4793176079651,Neal LLC,2025-07-15 04:44:13,"North James, MH",79a4e28a-4384-430a-b0dc-4b94af60e89c,305.92,0
2627,619232ca-bd71-4a44-8979-9f201c872b79,Melissa Williams,213137876279517,"Evans, Shannon and Rush",2025-07-16 17:55:45,"New Ellen, VT",ca4b6662-a82c-4fac-ade2-32df0765e60b,1013.87,0
2628,c91b49fa-d36e-425c-8afd-1939a5fae5fa,Alicia Hall,4396603652551,Farmer-Norris,2025-07-09 15:47:54,"North Brian, LA",b16b2829-d0c5-40aa-8a20-8cd758b5bcce,760.73,0
2629,71506e6f-b4f2-45b4-b4e2-361fb82014d0,Karen Ferguson,4375122532799484,Carrillo Inc,2025-07-05 16:46:55,"South Christine, AK",c5a9dcb9-4f57-43e2-a5c4-92e7283b5740,921.21,0
2630,4f80e6b9-8dfa-4b39-90f9-c0a3708bb8d0,Sharon Morales,2720523675199968,Arias PLC,2025-07-18 16:11:31,"Port Alyssastad, OH",d5889ac4-47df-4275-ad1a-7298779bf3a0,1035.5,0
2631,30c19908-6a3d-4736-b5e5-080e6e4c4be6,Ann Davis,4765869455774732,"Lucas, Barker and Lindsey",2025-07-22 09:12:53,"Gregoryland, RI",fda6f0ec-ee66-4997-aed1-aae5d17aa218,255.4,0
2632,e07624a8-6d6f-4160-9fa7-f9b1ed31ada7,Ashlee Erickson,4388432580269,Bradley-Frederick,2025-07-04 09:20:46,"Palmerborough, ID",25f22d8f-d968-451f-865d-df6859973685,698.4,0
2633,5a09c1c9-39ac-475c-b9ce-83aa10e95a22,Amber Foster,3555125916886003,"Parker, Knight and Ortega",2025-07-06 01:06:28,"Tokyo, JP",de4d2c25-f944-4311-aef9-ac90f5733d10,1396.95,1
2634,6bd6fbab-f0cc-433a-bf83-65a4f5673c39,Robert Davis,4985831240950351,Carter-Melton,2025-07-19 10:27:31,"East Michaelborough, MD",b430f1ce-cfa4-492a-8b83-82b66ca9adcf,1170.81,0
2635,19f9fefe-390f-4d52-a641-fea32a1f372a,Lisa Wright,574609737816,Luna-Adams,2025-07-11 19:38:59,"Lake Meredithbury, MS",f4806e37-7b2d-4e77-ab94-fbcdf662de96,990.09,0
2636,cf9ee283-1106-4914-8ebe-0b4fe3fc0aab,Wendy Guzman,4304697805143623,Smith Inc,2025-07-21 14:53:23,"Hartbury, NH",07360109-1849-4c1b-978c-5b54d30213b1,629.92,0
2637,df669eba-642d-4bc3-89cb-f1dc60733e07,Patrick Tyler,3535609198934701,Gonzalez and Sons,2025-07-07 04:31:54,"Lucasberg, HI",dc2971b4-8724-4629-b0d3-ac8965ef2bdc,571.02,0
2638,a0267d27-606f-40a6-ae8a-9134c27eb5f3,Jennifer Smith,377860588890436,Hill-Adams,2025-07-10 02:40:48,"New York, NY",1b830fe4-62fb-4fa2-bf0c-47d8008f0385,3521.99,1
2639,de3df10c-9367-46a6-9494-9a17fa733bb3,Chad Carroll,4513154613800892,Nixon Inc,2025-07-26 10:00:42,"Port Robin, IA",a089551d-3db1-47b7-adac-24036ff511c8,108.81,0
2640,28823335-bcfa-4f46-b0c1-39ee948c105d,Amanda Morris,3569859080940477,Johnson-Olson,2025-07-15 19:00:30,"Port Bruce, ND",f3ca2e75-03f1-4d86-86bd-102941a39cf8,39.45,0
2641,e32b2e65-b5b6-4048-b50e-01ea23c4c077,Lori Harris,347733377675135,"Hernandez, Smith and Wolf",2025-07-09 16:53:20,"North Sarah, OR",7a8e7014-9b14-426e-b868-573c04ef9578,111.99,0
2642,e79ec1ab-211d-4b01-af24-3d86f55b63e4,Jeanette Wilson,502047490995,"Gordon, Martinez and Murphy",2025-07-25 09:29:28,"New York, NY",2f6135bd-f9fa-47c6-abd1-2b4167a5fc3e,3801.09,1
2643,1983d91b-e137-47e5-bd5d-775c04b797db,John Guzman,30133702596514,Lewis Ltd,2025-07-27 00:17:43,"New York, NY",29e71139-c29c-4013-917f-0fb8d61b9acc,187.29,1
2644,e6a550a4-26e0-47d6-9b4f-41e7e0fb6845,Tara Salas,375534494049674,Clayton-Foster,2025-07-12 14:26:42,"Lewisview, WV",101ffb7b-0808-4c24-b764-d45c39ac198f,309.02,0
2645,d7a150eb-e96f-4fd8-bc1e-203b60664995,Donald Lewis,4876698434544205,Mccormick and Sons,2025-07-07 07:11:07,"Victoriaberg, WA",00620e5b-e011-442c-93ff-6aeb61af3fc4,1173.87,0
2646,612889a7-a7c6-48f1-883d-ae8b41164a57,Samuel Romero,340231897291308,"Ali, Best and Obrien",2025-07-23 14:32:37,"Daviston, AK",67922b5a-d3b8-4823-b8c2-8f147a2468da,665.35,0
2647,d8fc2bbf-ddc0-4112-8b88-faba085dc9ee,Mrs. Brianna Douglas,3537665657094021,"Walker, Martinez and Hernandez",2025-07-06 04:41:00,"Tokyo, JP",ff42a7a8-f19d-4c8b-b5f4-8eef6c6f2527,1321.46,1
2648,b411a8ac-235e-4ee2-8dd6-c24e93a51a79,Elaine Cherry,3505083751979998,Medina-Oliver,2025-07-28 04:47:55,"Jenniferbury, IL",8d0ec3bb-b11e-4e71-9f1f-4f535e991ce0,47.91,0
2649,4774f2b6-93e0-4438-b18f-d1dfb1b486ee,Anthony Walker,4634339206932,Hernandez Group,2025-07-26 01:19:47,"New Annaborough, MA",7305b28b-13f2-4ad9-b607-55d77572aba3,656.31,0
2650,d716a3c8-1b51-4325-8226-4f8bccec631c,Brian Benson,4403773022657180,Gray PLC,2025-07-12 09:09:50,"New Caitlyn, AZ",ddc8a129-eadf-4db2-a4c3-bd237aae49f2,59.22,0
2651,2af32570-0a3c-4aa3-9709-b59f6abb60ed,David Johnson,4143584217112112,Gonzalez PLC,2025-07-09 23:04:12,"East Philliphaven, GA",403ba9ae-d943-460c-aa82-4eb8ef89588d,245.56,0
2652,b56bfe2d-57db-424d-83d3-4b396a34f1c4,John Lee,4648207877110339193,Lopez and Sons,2025-07-26 14:53:29,"Lake Louisshire, WV",761d4674-568f-4792-8a9d-65730f0dd25c,545.01,0
2653,d58e1963-3411-46fb-bc9b-07f0d5b5c437,Kelsey Griffin DDS,6559068423082543,"Park, Henderson and Robertson",2025-07-04 06:51:14,"Juliemouth, CO",ea2dcbb0-351a-4c17-b92d-cd570f1c64d3,1114.02,0
2654,9a323b02-b634-4dd5-aeab-f365f1457d7a,Timothy Lowe,30301302263450,Morgan PLC,2025-07-26 16:15:30,"West Randyport, IA",e4a7904d-d254-472f-bcc7-88fdc75f839e,4663.28,1
2655,61d8cb6a-d89c-4844-9df6-0bfd3132e130,Michelle Whitehead,3547146414402680,Roberts Inc,2025-07-02 05:34:51,"East Ryanberg, CO",72151fde-0d87-48de-9ce1-482649b750bd,75.0,0
2656,892fcae3-7573-4748-a3da-fa622cd12250,Paul Padilla,2297312801267029,Adams-Henderson,2025-07-25 18:19:08,"West Joelport, KY",8ddc26e1-cf6c-4699-b9e2-e7c07e290a5c,106.41,0
2657,dfa0b23f-c5d8-4f3a-864c-40a4bd849ab7,Megan Fowler,584957079158,Wong-Jackson,2025-07-17 21:52:15,"Brownland, MH",997fc09c-b851-4f2c-885c-7b3936616b0a,79.98,0
2658,3966e289-242b-41d2-98fe-4aa0c967c5a4,Victor Smith,4904832040394871,"Keller, Conner and Reynolds",2025-07-08 01:37:39,"Codyfort, MA",d430b857-7e91-4110-825d-ae8837215e0d,490.01,0
2659,636f1caa-c7f9-430a-bae3-416167aeff23,Megan Smith,675954488903,"Gamble, Garrett and Smith",2025-07-28 05:24:15,"Jermainestad, AK",6f8fc924-00e3-41e3-970c-9cb94513a50d,444.69,0
2660,9221f202-cf35-4365-b650-a6c7df7c9458,Timothy Moore,502082458956,"Johnson, Morales and Wong",2025-07-26 22:28:04,"Nathanielfurt, KS",61a61251-73ae-4dbd-90cb-fa0abfd02840,1050.26,0
2661,3c890d96-d4c0-4d9c-914d-36de642d240c,Tracy Mooney,5160480437065344,Franklin-Johnson,2025-07-28 02:34:24,"South Johnfort, MH",0eeb0c1b-c046-459b-8107-3896f19bcc3d,621.24,0
2662,28e2ebe8-2120-471e-8227-d03fc7d576cd,Steven Daniels,4851045752813056418,Welch PLC,2025-07-07 12:49:03,"Chapmanland, IN",37e9f59d-2049-4127-aad8-9d51916754b6,434.32,0
2663,e22c1817-1bb0-4323-8a61-408bbfea4fdd,James Ford,4508864073133,Hernandez-Williams,2025-07-24 02:24:40,"Danielberg, OH",210ba7f2-6bbd-43d1-8d1e-efcc5cd34b8c,828.03,0
2664,6c0470a4-f361-42d6-a6d7-71039261646d,James Armstrong,30270395917399,Williams LLC,2025-07-28 08:53:59,"Lake Timothyside, MO",a0bc2a3c-7a85-431a-baa7-93cd0c6a79bc,255.76,0
2665,fdd1789f-6f2d-450d-a67f-2bf5cf24fe3f,Peggy Cunningham,4343208424320859186,"Gregory, Cox and Harrington",2025-07-23 04:50:15,"Aliciastad, SC",0479ea3e-3026-49be-978e-d413e2e5ef11,107.69,0
2666,fae2263f-06d6-4f3a-a9b7-e35128c9fd74,Jennifer Brown,4076448787303480444,Walker-Buchanan,2025-07-11 00:53:55,"West Melaniebury, CT",cd643abc-3d1f-4f77-9292-1007ea001d54,713.5,0
2667,b5ebc978-0e43-4857-9982-520b0f97b058,Kathryn Mcdonald,4651152032066790,Arroyo Group,2025-07-12 11:32:30,"South Jaymouth, PA",43d27b2a-34b3-4ec5-99a5-296dff832d7a,897.74,0
2668,62b06252-dec3-48e2-af5d-13720eeddf0b,Victor Guzman,567575901655,Jordan-Harper,2025-06-29 10:28:24,"Williamschester, CT",3cb6cb86-e863-4817-9208-90398c910f4b,894.12,0
