transaction_id,customer_id,customer_name,customer_age,customer_country,transaction_type,amount,currency,payment_method,merchant,category,transaction_date,is_fraudulent,status,device_type,ip_address,transaction_location
02c2103f-e210-4d58-aa4c-994f858942ca,f16ad5a0c0393eb4,Beth Meyer,24,Canada,refund,1317.16,USD,crypto,Prince-Smith,travel,2025-02-17T23:12:59,False,pending,mobile,206.210.151.165,Australia
267c12d2-d0e5-4b7e-896f-bcb7d0158f9c,9cc7b788cb3d8c82,Tiffany Banks,59,Germany,purchase,256.9,JPY,credit_card,Serrano-Oliver,clothing,2025-04-08T14:18:52,False,completed,mobile,146.74.117.235,Australia
fb1a0036-cdca-4e58-935c-66126df195f4,cab4b02147bae504,Robert Hatfield,60,UK,deposit,5.59,AUD,bank_transfer,Tyler-Lopez,health,2024-09-09T00:26:35,False,completed,tablet,206.8.97.164,USA
4ab00331-7995-4698-afcb-76d409702c29,42ae2d5e2b8f0083,Kendra Olson,28,Germany,purchase,26.41,JPY,bank_transfer,"Smith, Joseph and Banks",travel,2025-05-10T06:14:51,False,failed,desktop,27.173.67.202,UK
08c80e5d-02c8-4ff7-8dbf-521a8f78e17c,1bfa5e3ead23689e,Rodney Mills,25,UK,transfer,365.17,CAD,credit_card,Morales Inc,health,2024-08-08T17:36:09,False,completed,mobile,83.225.208.77,Germany
74b304a1-648b-41ea-a411-8114dc003876,7ae204a568643db3,Billy Powell,56,Japan,transfer,18.89,USD,credit_card,Bryant-Smith,travel,2024-08-03T12:20:29,True,pending,mobile,7.109.183.181,France
d45ece09-b034-4217-82a0-2a52cb6af15e,0178cd1f9cd700ce,Steven Riddle,66,Canada,refund,106.24,EUR,bank_transfer,"Mcknight, Solis and Lewis",travel,2025-04-09T19:38:43,False,failed,tablet,84.109.83.2,Canada
9f37e466-1bd2-4fcc-acdd-e770f3d9168f,d8c620b9d519e440,Mr. Anthony Diaz,76,France,refund,174.5,GBP,paypal,Ramirez-Gates,travel,2025-03-06T14:24:38,False,failed,mobile,157.98.141.163,USA
9dc3480b-971e-4840-94f5-c025596c2413,2927aeb8aef73e54,Hayden Nelson,58,USA,purchase,13.59,AUD,paypal,Lozano-Gonzalez,entertainment,2024-09-24T19:20:36,False,pending,mobile,140.157.222.192,Germany
619e9e3e-ee4f-4a94-b77a-4c77386163a0,e62fbc73717451d9,Thomas Crawford,64,Germany,withdrawal,49.93,CAD,paypal,Jackson Group,health,2025-03-15T03:36:30,False,completed,tablet,92.56.202.140,UK
3874c904-555c-4a37-af90-0c1f4a5b3205,77aab47038494a47,Theresa Whitney,59,USA,deposit,0.42,GBP,credit_card,Bryant-Smith,electronics,2024-10-16T09:51:30,False,pending,tablet,28.190.111.84,UK
2cf7e898-c66c-450c-826d-3963dcfe4d60,1bfa5e3ead23689e,Rodney Mills,25,UK,purchase,11.74,USD,debit_card,"Moss, Bell and Stuart",travel,2025-05-11T01:05:21,False,completed,mobile,55.253.184.203,Japan
e9110388-99af-4956-a0e1-4400b0531cc6,c12f09953e81046c,Mr. Jeremy Gonzalez,55,Canada,deposit,37.38,AUD,paypal,Hoffman Inc,groceries,2025-07-07T14:56:56,False,failed,desktop,126.17.34.236,UK
01e52076-7835-45c3-b780-39debf3d6952,1e78d9414c8effec,Lisa Nichols,69,USA,transfer,8.4,JPY,debit_card,Brooks-Rogers,travel,2024-10-09T17:52:30,False,completed,tablet,76.164.186.86,Japan
e2d7c989-eeea-40f7-b8cd-efe41a8e9edf,8300e12d10e12c6f,Brenda Jones,34,UK,refund,631.83,EUR,bank_transfer,"Ford, Dorsey and Alvarado",groceries,2024-08-07T11:25:23,False,failed,desktop,161.103.99.190,France
d9d9615c-7543-4197-8aaa-dc6cd528aeec,d581ed942fedca03,Wayne Price,43,Canada,transfer,6.39,GBP,bank_transfer,Garcia LLC,travel,2025-06-04T03:18:21,False,failed,desktop,167.147.20.16,Germany
9920fd01-6005-41dd-8111-ab37ff1a61ae,1e78d9414c8effec,Lisa Nichols,69,USA,refund,28.22,AUD,paypal,Williams PLC,travel,2025-07-06T03:00:13,False,failed,desktop,12.126.107.49,Australia
e3b41ed7-dd7c-4267-8420-933f154775fe,77aab47038494a47,Theresa Whitney,59,USA,deposit,66.43,EUR,crypto,"Leblanc, Herring and Casey",groceries,2025-01-21T17:26:38,False,failed,mobile,128.174.74.133,UK
d60d396e-6c61-4b6b-9533-d703dc7d1f42,42ae2d5e2b8f0083,Kendra Olson,28,Germany,transfer,474.33,AUD,credit_card,Jackson Group,electronics,2025-04-13T16:41:28,False,failed,tablet,84.241.126.170,France
7aa8a3e2-6fc9-4b56-9756-a7ba9ee69aea,f33918d764b92e1d,Mr. Mark Silva,53,France,purchase,6.34,JPY,credit_card,Lozano-Gonzalez,health,2025-07-11T11:29:54,False,pending,mobile,91.141.27.242,UK
7cd953eb-28cf-42af-a5b0-5cf5af2d3020,8cc0d62966382e19,Glenda Myers,67,Canada,transfer,312.54,GBP,credit_card,Ramirez Ltd,electronics,2025-05-30T14:12:20,False,pending,mobile,93.99.224.68,UK
6e6cf26c-b423-4c48-8537-87d4993cf4e8,a55fa98c973653c7,Victoria Hanson,45,France,deposit,55.44,GBP,debit_card,"Flores, Woodward and Wagner",groceries,2024-11-25T10:00:28,False,pending,desktop,99.85.124.119,Germany
19e50a2f-47a6-420f-8346-4212a01341c2,5de5eb4abe50f40a,Anthony Raymond,22,UK,transfer,12.53,CAD,paypal,Serrano-Oliver,travel,2025-07-12T23:49:30,False,failed,desktop,99.119.130.193,Canada
725c217b-2d8c-4830-8f48-5b191316f396,3e0a941e39064020,Brittany Miller,74,France,transfer,109.2,CAD,debit_card,"Smith, Joseph and Banks",electronics,2025-03-21T04:35:13,False,completed,tablet,48.68.141.215,Canada
911932a4-209a-4255-8480-ec4e9ecf1cf5,c53a8bbb01f6893a,Cynthia Mccarty,69,Australia,purchase,73.6,JPY,paypal,Goodwin LLC,health,2024-08-29T12:47:41,False,completed,mobile,176.212.201.234,France
ce70c64b-6314-41fe-ba34-7f8eaaab8904,8cc0d62966382e19,Glenda Myers,67,Canada,refund,22.19,GBP,bank_transfer,Fuller Group,entertainment,2024-12-28T08:59:43,False,failed,desktop,101.76.43.243,France
97bd0642-2cbe-4781-bce4-9d0f18035f86,00f212a760aa541a,Brian Welch,52,USA,withdrawal,60.62,GBP,bank_transfer,Lozano-Gonzalez,groceries,2024-10-15T12:55:31,False,failed,tablet,92.122.134.195,Germany
2e488518-c505-46fb-a8bf-e35e779c73c0,a689bb0993547dc5,Corey Jones DDS,38,Australia,refund,30.63,USD,crypto,Prince-Smith,electronics,2024-08-18T02:27:48,False,completed,tablet,220.111.50.151,Japan
357881fd-78cc-4bb3-99ff-b2ed5095f228,ac6d47ffa3255be2,Dr. Daniel Hughes,75,France,purchase,64.73,AUD,bank_transfer,Brooks-Rogers,electronics,2025-06-20T13:19:57,False,completed,mobile,22.114.26.174,UK
a6c5a912-6228-4bfb-933f-877de7b3fb1b,eebbe04a788493b2,Krystal White,21,UK,withdrawal,147.41,JPY,paypal,Henry PLC,health,2024-11-24T12:27:16,False,pending,tablet,219.100.173.188,USA
b8268ca5-74f0-427c-b55c-539de7585920,a689bb0993547dc5,Corey Jones DDS,38,Australia,purchase,589.35,JPY,credit_card,"Smith, Joseph and Banks",electronics,2024-12-26T18:20:49,True,failed,desktop,82.158.215.130,France
3de68b7f-f990-4ae4-915e-92085bec31b9,5de5eb4abe50f40a,Anthony Raymond,22,UK,transfer,8.53,AUD,credit_card,Allen LLC,travel,2024-10-22T12:12:52,False,completed,mobile,75.81.255.211,France
cbc09fe6-010d-41bf-9932-c58442e28972,7bab8232f28e10f5,Barbara Rivera DDS,19,France,deposit,1338.83,GBP,debit_card,Rodriguez-Webb,entertainment,2025-05-18T06:08:36,False,pending,desktop,192.203.158.138,UK
13004c6b-02ca-4e98-bee6-42b02190630f,68f94371d14b290e,Devin Mcdonald,31,Japan,purchase,2.92,EUR,paypal,Hoffman Inc,clothing,2025-01-10T07:55:42,False,completed,desktop,162.36.114.78,Germany
de5bcbbe-9c0f-4765-8cb2-64be59807725,53fb4ad2c2cbc763,Mary Warner,58,UK,purchase,43.48,EUR,credit_card,Avila-Bradford,travel,2024-08-06T15:00:10,False,completed,tablet,201.109.243.150,USA
9af96673-3676-4bed-936f-8285fa371a6f,82ea76d55d802f16,Joseph Berry,19,Japan,refund,131.96,EUR,credit_card,"Shields, Walker and Tyler",groceries,2024-12-03T01:57:39,False,completed,tablet,83.151.250.184,Germany
25c32377-7362-4b81-9ccc-36e85bc2f8c0,13dd2268e14de24e,Veronica Alvarado,61,Japan,refund,83.22,AUD,debit_card,Hoffman Inc,travel,2025-06-08T23:53:26,False,completed,tablet,212.209.106.237,Australia
0a693977-1884-4fdb-b26f-1ed5d5421cf2,5e0190cd3f9de295,Susan Beck,36,Australia,deposit,21.45,USD,crypto,"Poole, Martin and Daugherty",groceries,2025-07-10T04:37:57,True,completed,tablet,162.184.83.154,Japan
13d08a0f-6e3c-464d-a0be-204cba49c0cb,c53a8bbb01f6893a,Cynthia Mccarty,69,Australia,withdrawal,39.96,GBP,credit_card,Hoffman Inc,clothing,2024-11-22T23:33:03,False,pending,tablet,221.3.138.141,Canada
38104fc3-a044-46b1-8da4-5ed8d3fae783,d8c620b9d519e440,Mr. Anthony Diaz,76,France,transfer,26.06,AUD,bank_transfer,Morales-Perez,health,2024-10-09T20:13:40,False,failed,tablet,50.42.204.116,Australia
8baa8963-3979-4f4f-9933-55880f704acf,fc69bffc08cb4410,Jeffery Elliott,32,Australia,purchase,22.55,GBP,credit_card,Bryant-Smith,groceries,2024-11-09T19:17:10,False,failed,tablet,152.173.21.15,Germany
90351368-90bb-461c-b1a2-a770f22ad5dc,68f94371d14b290e,Devin Mcdonald,31,Japan,transfer,195.27,CAD,credit_card,"Mcknight, Solis and Lewis",travel,2025-04-29T21:43:32,False,failed,desktop,71.113.251.88,Japan
732bdf98-8218-410b-bcf4-93a34c866f84,24b1684acefadc04,Mrs. Barbara Walters,28,France,refund,93.27,EUR,crypto,George Ltd,entertainment,2025-01-30T21:37:49,False,completed,tablet,113.25.166.245,Japan
b97b662a-0897-44f9-8f07-fef3620b130b,08744fb04db5e3b3,Keith Robinson,19,USA,purchase,19.31,EUR,paypal,"Jones, Francis and Mitchell",health,2025-04-16T23:23:55,False,pending,desktop,30.213.157.62,UK
1a950288-a3ae-4ca1-b328-df90c9b0c112,45d5eda345d1bba8,Riley Adams,35,Germany,purchase,210.48,CAD,credit_card,"Mcknight, Solis and Lewis",groceries,2025-05-29T10:56:03,False,completed,mobile,221.238.133.68,USA
fc3ef307-9612-49f4-98fc-08b585afd228,21453c624618b8d5,Frances Jackson,50,France,refund,86.57,JPY,bank_transfer,"Flores, Woodward and Wagner",entertainment,2024-11-20T17:06:28,False,completed,mobile,195.248.226.29,Germany
391de5c6-c51c-4534-863f-2cb800c8d918,bfa4523aa6574f66,Robin Miller,24,Germany,deposit,184.8,JPY,credit_card,Bender and Sons,travel,2025-06-28T18:11:54,True,pending,desktop,123.105.178.0,France
006115ac-27b2-4200-b6e6-9b168f509cd7,6eca2a8030a0f31f,Sheila Sexton,67,Japan,purchase,140.39,JPY,crypto,Prince-Smith,clothing,2025-02-04T16:28:13,False,completed,mobile,95.96.89.138,UK
629d2259-cbdc-47d7-8f91-7e98d75f91bf,7f7c9c4743259366,William Ruiz,23,France,transfer,15.74,GBP,paypal,Bryant-Smith,clothing,2024-08-14T01:17:29,False,pending,desktop,200.242.250.53,Germany
ce28f663-1be0-4344-ad09-a54e4c12beaf,05337f2077d7f85d,Jose Stark,32,Japan,purchase,23.56,GBP,paypal,Lozano-Gonzalez,health,2025-01-07T04:06:46,False,failed,mobile,87.57.226.195,Canada
b756c3d6-dc16-430a-a57f-b9db5d44ef14,75e46e24100c1725,Mrs. Renee Myers,42,Canada,purchase,167.49,USD,debit_card,"Moss, Bell and Stuart",groceries,2024-08-14T02:56:29,False,pending,desktop,208.142.240.64,Canada
bc49fe30-a576-498d-9a5b-222d918252b2,37bbd4657d09d6c8,Rebecca Phillips,64,UK,transfer,136.4,AUD,bank_transfer,Hays-Solomon,clothing,2025-02-05T19:55:27,False,failed,tablet,164.21.5.90,Australia
90e87edc-645b-4799-9b1a-bdd1ee0c39a7,718f2238b0eae57e,Emily Wilson,39,USA,withdrawal,52.91,EUR,paypal,Bender and Sons,groceries,2024-10-25T07:40:16,False,failed,desktop,99.149.144.98,UK
ef7a9573-10bf-4c5b-a2c0-e45b6216d386,33d4ff6b4e776d40,Abigail Hoffman,43,Japan,refund,65.1,CAD,paypal,"Moss, Bell and Stuart",groceries,2024-10-18T01:43:24,False,failed,mobile,27.169.158.156,Germany
1138b188-055a-4dfa-8387-c19d2acf16f6,8300e12d10e12c6f,Brenda Jones,34,UK,deposit,371.11,JPY,debit_card,"Harris, Turner and Powell",health,2025-02-19T21:41:38,False,failed,mobile,94.137.67.147,Japan
36f3284b-9167-48fb-9725-b78c401bd41d,37bbd4657d09d6c8,Rebecca Phillips,64,UK,transfer,22.48,EUR,credit_card,Allen LLC,travel,2025-03-02T22:15:21,False,pending,mobile,144.41.175.235,Australia
05bb0641-4114-4929-81ea-fee8b02d2f62,00f212a760aa541a,Brian Welch,52,USA,refund,124.05,EUR,bank_transfer,Bryant-Smith,travel,2025-07-12T15:23:36,False,pending,tablet,71.222.162.26,Australia
706a6523-1496-43df-a84e-9e29b10efbba,08294bd3216ccda1,Christine Hardy,35,Japan,deposit,40.31,AUD,crypto,"Smith, Joseph and Banks",entertainment,2025-01-03T12:14:31,True,pending,tablet,63.78.58.152,Australia
682354c7-dc27-4969-acb0-f53b53cb21ae,5de5eb4abe50f40a,Anthony Raymond,22,UK,deposit,39.39,GBP,credit_card,Brown Group,health,2025-01-26T03:45:22,False,failed,tablet,37.141.71.150,USA
74466777-3ed2-4bcc-abe9-5a28522b6570,13dd2268e14de24e,Veronica Alvarado,61,Japan,deposit,283.77,CAD,bank_transfer,"Morgan, Page and Russell",electronics,2024-08-31T20:07:05,True,pending,mobile,32.240.214.245,Australia
548f3989-d4eb-4156-8fdd-5ee9ca2aeb84,11760e2b6f925fb1,Jennifer Gallegos,70,USA,deposit,188.32,AUD,crypto,Hoffman Inc,clothing,2025-02-14T06:15:45,False,pending,desktop,124.227.165.16,France
43c1614e-5961-4896-8183-b5fc6f755334,0178cd1f9cd700ce,Steven Riddle,66,Canada,deposit,184.98,CAD,crypto,"Harris, Turner and Powell",travel,2025-03-22T13:59:12,True,pending,mobile,173.140.85.102,UK
2df57ec6-4d13-45d7-88f7-f6b5486b8d5f,3444cd002bd69b5c,Tamara Reed,59,Japan,refund,386.92,CAD,paypal,Parker PLC,clothing,2025-01-27T22:20:09,False,pending,desktop,169.181.135.231,Canada
f75cf550-9b2e-4f0a-a54e-8d3518413b88,7bab8232f28e10f5,Barbara Rivera DDS,19,France,withdrawal,56.35,USD,bank_transfer,Garcia LLC,electronics,2025-04-29T12:34:07,False,completed,mobile,173.4.114.9,Canada
9aea15a9-15cc-47a6-9eec-71dfb170614c,bf7b169681540988,Tyler Sanchez,23,Australia,purchase,151.86,GBP,debit_card,Prince-Smith,clothing,2025-07-08T16:38:18,False,pending,tablet,137.181.115.231,Japan
3346f1b8-3964-4e92-9d46-c1e88f2e8cce,7ae204a568643db3,Billy Powell,56,Japan,withdrawal,34.28,EUR,debit_card,Henry PLC,clothing,2024-10-14T09:28:00,False,failed,desktop,131.239.33.104,Australia
0abcf5f5-2b3c-4dac-93f2-370e2291c30d,68f94371d14b290e,Devin Mcdonald,31,Japan,purchase,88.79,EUR,crypto,Goodwin LLC,travel,2025-05-10T03:37:40,False,failed,mobile,24.14.248.116,UK
1f69682a-f0a2-4aab-9fce-4da73a65fcdb,977e73656e8bc592,David Ferguson MD,23,Germany,transfer,44.92,USD,credit_card,Ramirez-Gates,clothing,2025-02-22T03:32:58,False,completed,desktop,76.52.185.9,France
801b545f-8b44-4915-83c4-64c019e800f2,3444cd002bd69b5c,Tamara Reed,59,Japan,transfer,63.15,AUD,bank_transfer,Bender and Sons,entertainment,2025-01-28T12:40:20,False,pending,tablet,77.142.116.229,France
62040086-f7a9-4573-8e4d-fc74492e8f6b,3444cd002bd69b5c,Tamara Reed,59,Japan,transfer,133.32,EUR,paypal,Rodriguez-Webb,clothing,2025-02-10T13:25:02,False,failed,desktop,88.141.80.235,Australia
dfe0e36a-c4c9-470e-bacc-7d05f62901e1,244b5124c8490968,Kimberly Romero,34,Japan,deposit,16.0,GBP,credit_card,Bender and Sons,electronics,2024-08-13T13:09:50,False,completed,mobile,121.111.212.33,Japan
bd7f5e25-5b3c-4854-b0ee-12745160c7aa,3516dc20cc11a21a,Vanessa Velasquez,58,Australia,refund,1259.64,EUR,crypto,Hays-Solomon,clothing,2025-06-09T22:10:41,False,pending,mobile,13.207.53.214,Germany
aeba8859-5d72-4e97-a1c8-a615225c18ed,a689bb0993547dc5,Corey Jones DDS,38,Australia,deposit,12.07,GBP,debit_card,Fuller Group,groceries,2024-12-08T03:32:55,False,pending,desktop,37.47.44.182,France
29d06c94-e6f7-46ba-bb3a-22d8e9a130cd,8c870fb2bdd7868c,Christopher Wyatt,55,Germany,purchase,8.83,EUR,paypal,Morales-Perez,clothing,2025-04-11T09:13:42,False,failed,tablet,75.24.213.189,USA
ec5285f9-16d4-47d0-ba80-dd53f8042d4f,e7e70666d7ee038f,Matthew Hale,50,Germany,withdrawal,310.18,EUR,bank_transfer,"Smith, Joseph and Banks",health,2024-08-21T18:48:43,False,pending,mobile,210.178.113.81,Japan
0e64ec2f-c3c2-4fc9-968f-af4fc44a81f7,e2b78eec195dc5d9,Christopher Brown,31,UK,deposit,179.02,GBP,credit_card,"Bell, Harris and Tyler",electronics,2024-10-23T05:08:32,False,failed,desktop,16.75.205.104,Australia
88393b96-6194-4231-a8b6-ca31e3cca091,c16840c8f199623e,Jesse Austin,62,Germany,withdrawal,139.24,EUR,crypto,"Flores, Woodward and Wagner",entertainment,2025-04-20T09:27:35,True,completed,desktop,222.231.84.168,Japan
fe292ced-1fe1-43a7-8e3c-91ea189b262d,6eca2a8030a0f31f,Sheila Sexton,67,Japan,deposit,140.12,USD,paypal,Daugherty PLC,health,2024-12-15T19:39:42,False,completed,desktop,81.170.160.234,France
873ee16b-abbf-4c47-9126-d0b89774840c,edd55c890e536a77,Stephanie Morales,30,Japan,refund,53.6,USD,paypal,"Mcknight, Solis and Lewis",groceries,2025-07-23T10:10:34,False,completed,desktop,136.217.249.70,Australia
99b39980-0008-40b0-8f13-f0a4b0ffbb70,aefba2684c669e74,John Perez,52,Germany,refund,14.21,AUD,debit_card,Goodwin LLC,health,2025-01-06T07:55:52,False,failed,tablet,79.66.144.179,Australia
4b6ca9a5-4473-4e19-a895-2839679ec64d,0365db1b96573654,Morgan Rivers,75,France,withdrawal,61.17,GBP,debit_card,Tyler-Lopez,clothing,2025-05-07T08:49:06,False,failed,desktop,44.235.113.93,France
2ec0bc12-d4d3-4169-a28f-b6ed50374ed8,5de5eb4abe50f40a,Anthony Raymond,22,UK,transfer,19.77,GBP,crypto,Bender and Sons,health,2025-06-20T15:59:58,False,failed,desktop,144.131.83.119,France
d68c0511-fc63-4048-a646-e5494d1c76c8,11760e2b6f925fb1,Jennifer Gallegos,70,USA,purchase,235.73,EUR,debit_card,"Ford, Dorsey and Alvarado",groceries,2024-10-14T17:26:29,False,completed,tablet,172.81.95.11,Australia
8c7da779-355f-4429-bc8e-04ef778c2758,5c0635be9a3c2e9d,Philip Durham,32,Germany,refund,43.79,CAD,debit_card,"Leblanc, Herring and Casey",health,2024-07-28T20:08:08,False,completed,tablet,167.147.226.49,Japan
cd324aa1-44a5-456a-89aa-9ccabec1569c,0365db1b96573654,Morgan Rivers,75,France,transfer,15.83,EUR,bank_transfer,Bryant-Smith,health,2024-09-09T06:49:56,False,completed,desktop,156.35.58.56,Germany
58d49205-b032-4d8f-be59-0e50940cd96a,11760e2b6f925fb1,Jennifer Gallegos,70,USA,transfer,33.71,EUR,paypal,Bender and Sons,entertainment,2025-04-06T13:46:16,True,failed,mobile,102.36.108.182,Germany
71e91db9-0ddd-4349-b45f-f4270dd56da3,772c83953f8abccf,Robert Miller,34,France,withdrawal,101.43,USD,paypal,Ramirez-Gates,travel,2025-07-12T02:56:42,False,pending,mobile,114.55.23.237,Australia
0cb6a98a-028f-4992-93fa-e622bcbacbf2,301e3b19165d5029,Heather Smith,67,Australia,transfer,23.44,CAD,paypal,Hammond-Taylor,entertainment,2025-03-07T01:47:11,False,failed,desktop,209.65.234.196,Australia
ff0408df-b392-470b-9d43-5ac52e260933,bf7b169681540988,Tyler Sanchez,23,Australia,purchase,15.91,AUD,credit_card,Parker PLC,electronics,2025-03-19T11:04:26,False,completed,desktop,23.15.107.160,USA
41fb0f36-f196-44a0-a5e1-64f67fe54761,75e46e24100c1725,Mrs. Renee Myers,42,Canada,purchase,78.69,AUD,bank_transfer,Morales-Perez,health,2024-07-30T23:25:56,False,pending,mobile,171.123.29.207,UK
105a1d71-f0eb-43aa-ba9b-41d01df03829,e7e70666d7ee038f,Matthew Hale,50,Germany,transfer,78.84,CAD,paypal,Brown Group,health,2024-12-30T01:03:48,False,pending,tablet,184.227.153.77,USA
40bc93a2-0be6-4bb6-9c1e-ce1ffe725457,84d68aeb51eb41be,Stephen Powell,30,Japan,refund,25.52,USD,bank_transfer,"Jones, Francis and Mitchell",electronics,2024-09-05T08:15:52,True,pending,mobile,122.50.180.160,Japan
00cca815-dc96-4aa0-8256-d9fe318cdf15,5c0635be9a3c2e9d,Philip Durham,32,Germany,deposit,26.94,AUD,debit_card,"Mcknight, Solis and Lewis",electronics,2025-02-17T19:25:02,True,pending,mobile,104.251.249.169,France
2c9feb8b-ab0b-4c6c-b7a7-9185876d9d7c,7ae204a568643db3,Billy Powell,56,Japan,refund,77.33,GBP,bank_transfer,Avila-Bradford,electronics,2024-09-12T06:52:41,False,completed,mobile,139.122.33.161,USA
455dcb89-6ef1-484c-87a2-c3cff0ff0901,80ded0a7d5e0cb2d,Steven Moyer,22,USA,transfer,6.22,EUR,paypal,Carter Group,clothing,2025-07-15T05:12:44,False,failed,mobile,130.73.230.46,UK
003448f3-45c5-41de-acc7-3f31d884e105,1af4811557b604eb,Kristen Glenn,45,USA,deposit,6.61,JPY,crypto,"Shields, Walker and Tyler",clothing,2024-11-29T15:56:29,False,failed,mobile,47.42.201.152,USA
7a2b6574-be1b-47f9-be15-e6acf94a680d,0365db1b96573654,Morgan Rivers,75,France,refund,18.58,AUD,bank_transfer,"Mcknight, Solis and Lewis",clothing,2024-10-31T06:28:36,False,completed,mobile,156.101.45.98,France
1a521604-bf45-4d45-8c00-b019d65f6de5,2f0a5bfdfeecaa93,Jason Zuniga,25,Japan,purchase,39.64,EUR,crypto,Lam-Pacheco,travel,2024-11-02T21:45:20,False,completed,mobile,206.67.215.201,Japan
b114ad98-18c3-450e-93d9-0baca1031971,5e0190cd3f9de295,Susan Beck,36,Australia,purchase,87.04,JPY,debit_card,Hays-Solomon,health,2025-06-30T15:44:53,False,failed,mobile,80.44.202.190,France
79d9f884-105c-4add-a0ea-ed9912c06124,7be21778db08f8f9,Jasmine Gibson,23,Australia,transfer,499.21,JPY,debit_card,Serrano-Oliver,clothing,2024-09-29T20:32:10,False,pending,tablet,157.153.57.16,France
6a123d80-12c5-4d23-8bcd-57edaa45700e,ac6d47ffa3255be2,Dr. Daniel Hughes,75,France,refund,197.65,USD,bank_transfer,"Leblanc, Herring and Casey",travel,2025-06-23T00:09:36,False,completed,tablet,23.40.48.118,Germany
f0277272-df69-4488-b12d-d078bc3576c1,82ea76d55d802f16,Joseph Berry,19,Japan,transfer,42.95,EUR,paypal,Hoffman Inc,travel,2025-02-02T05:21:30,False,failed,mobile,222.212.229.221,UK
3c3f1712-9d65-4f8e-848e-e95289520f7d,3e0a941e39064020,Brittany Miller,74,France,withdrawal,53.06,JPY,credit_card,Bryant-Smith,electronics,2025-05-28T06:53:49,False,completed,mobile,218.44.156.80,USA
9601bd8f-6e30-498a-be92-fce6e13fe8d9,68f94371d14b290e,Devin Mcdonald,31,Japan,deposit,12.14,AUD,paypal,Serrano-Oliver,travel,2025-06-23T08:39:43,False,pending,mobile,27.213.141.73,Japan
a0bc65b8-c44b-4e3d-9bf3-c72bbf86c072,c67d15af20107823,Donna Burns,43,Canada,deposit,53.1,GBP,crypto,"Morales, Jordan and Sullivan",electronics,2024-09-08T23:30:02,False,failed,mobile,19.79.108.71,France
292c3a9f-6231-438c-92d4-a334d8aa97e6,a66d10edf41252e6,Kelly Michael,18,Australia,deposit,35.41,JPY,paypal,Henry PLC,health,2024-07-28T23:34:12,False,completed,desktop,151.58.22.253,Germany
7953622c-070f-4c04-ae40-63b23ce69304,a55fa98c973653c7,Victoria Hanson,45,France,withdrawal,88.6,GBP,debit_card,George Ltd,travel,2025-01-02T22:39:57,False,failed,tablet,121.5.220.44,USA
5f69126f-38fa-497e-9b2f-4abfc5761c57,4f8d76abc6c5826a,James Jackson,23,France,transfer,15.79,USD,debit_card,"Jones, Francis and Mitchell",clothing,2025-07-03T17:06:00,False,completed,desktop,152.172.186.240,USA
40cb989c-8f30-472a-a41d-2492c95c3964,fc69bffc08cb4410,Jeffery Elliott,32,Australia,deposit,118.99,AUD,crypto,Hendricks PLC,clothing,2025-01-16T04:02:48,False,failed,desktop,43.93.54.150,Australia
051ce55a-c172-42c3-b402-e8a152945c86,772c83953f8abccf,Robert Miller,34,France,purchase,544.09,EUR,credit_card,"Morales, Jordan and Sullivan",entertainment,2025-03-05T20:46:30,False,failed,tablet,176.219.69.231,Canada
67721456-7eaf-4e16-abb4-8ee8508e9bf2,0365db1b96573654,Morgan Rivers,75,France,purchase,46.38,JPY,bank_transfer,"Diaz, Salazar and Chandler",electronics,2024-12-16T11:14:26,False,failed,mobile,73.231.116.89,Germany
98b3db9e-a384-4751-94d7-b6d22caddb73,3516dc20cc11a21a,Vanessa Velasquez,58,Australia,refund,99.74,USD,paypal,Hoffman Inc,health,2025-06-12T12:19:14,False,completed,tablet,165.225.52.123,Australia
75a530f5-5882-41a9-b848-b97971cc198d,11760e2b6f925fb1,Jennifer Gallegos,70,USA,purchase,153.73,USD,credit_card,"Leblanc, Herring and Casey",electronics,2024-08-05T20:40:13,False,pending,mobile,100.2.19.53,Australia
289a3ac2-11be-4fa5-9393-3b8b6820dcd5,77c033f1e67c252b,Austin Snyder,39,Canada,purchase,29.91,AUD,crypto,Ramirez Ltd,health,2024-12-20T10:36:26,False,pending,mobile,98.155.83.19,Australia
ed179dc5-c610-480d-bc76-7734d99aa902,77aab47038494a47,Theresa Whitney,59,USA,transfer,76.41,USD,paypal,Hoffman Inc,groceries,2025-04-13T10:12:30,False,failed,mobile,48.216.27.137,Australia
1821166c-65ff-46d1-8ffd-44ba5ac8309c,77c033f1e67c252b,Austin Snyder,39,Canada,refund,55.64,EUR,crypto,Bryant-Smith,travel,2025-05-21T10:46:43,False,pending,desktop,172.241.62.248,USA
3af8f40a-25e4-407f-a8c5-ecc21f8d3f07,21453c624618b8d5,Frances Jackson,50,France,deposit,63.21,CAD,bank_transfer,Jackson Group,groceries,2024-08-24T01:26:58,False,pending,tablet,69.38.153.253,USA
7235c3d7-c46e-48bb-b8c9-a98d6489f856,8c870fb2bdd7868c,Christopher Wyatt,55,Germany,refund,17.12,JPY,bank_transfer,Fuller Group,clothing,2024-12-21T06:09:08,False,failed,mobile,135.128.112.84,Canada
2e37e845-33c9-4e7c-bb4e-25dd23b220c3,a66d10edf41252e6,Kelly Michael,18,Australia,purchase,56.64,GBP,bank_transfer,Ramirez-Gates,groceries,2025-01-15T07:23:37,False,failed,mobile,22.48.252.217,USA
